Gene.symbol logFC
TMEM92-AS1 3.33e-01
CDK5R1 -3.33e-01
RPS9 4.41e-01
LOC339807 -3.04e-01
COL8A1 -5.46e-01
VAMP4 -6.42e-02
PPTC7 -8.39e-02
C9orf131 2.72e-01
LINC01420 -1.74e-01
KCTD1 -7.07e-02
SEC14L2 1.52e-01
HEATR1 9.23e-02
IGLJ3///CKAP2///IGLV@///IGLC1 3.58e-01
LMX1B 6.86e-01
CYSLTR1 6.67e-01
TIMM50 -1.12e-01
CIRBP 6.34e-02
SNX13 2.65e-01
EMSY -1.03e-01
ACSS1 -4.72e-01
DNAJC5 1.07e-01
CSTA -9.03e-02
MIR622 6.16e-01
EPOR 1.14e-01
GSTA1 -8.93e-02
C5orf58 -4.69e-01
HSDL1 -6.39e-02
PP12613 2.83e-01
TTC41P 2.83e-01
SPATA7 -1.59e-01
C9orf41-AS1 -6.05e-01
GGT7 8.00e-02
KIF9 -3.67e-01
PANX2 2.05e-01
KIF9-AS1 1.91e-01
PRMT5 -5.68e-02
CHRNB3 4.10e-01
H2AFY -4.17e-01
ID4 -1.81e-01
TMCO1 6.51e-02
LOC100505685 4.33e-01
KCNA6 1.85e-01
CRYBA4 4.72e-01
ZNF597 4.72e-01
SLITRK4 4.72e-01
IL36B 4.72e-01
LINC00544 4.72e-01
KLHL9 -4.72e-01
LINGO3 4.72e-01
USP34 1.15e-01
VAX2 1.04e-01
BMPR1A 2.03e-01
CD63 -7.83e-02
XYLB 2.58e-01
ADAT3 1.01e-01
PLA2G4A 6.66e-02
MIB2 6.88e-02
HERPUD2 -9.11e-02
ENTPD1 1.52e-01
TRIM14 9.30e-02
LINC01254 4.98e-01
LINC01268 9.12e-01
TKFC 1.90e-01
FAM47C 4.21e-01
MAST4 4.07e-01
STBD1 5.79e-01
CTTNBP2 -1.48e-01
XPNPEP1 1.09e-01
ADGRG7 6.67e-01
MAD1L1 7.94e-02
LOC101927122 7.88e-01
GRIN1 -2.46e-01
ADAM32 -4.53e-01
FERMT1 2.07e-01
PARP2 -7.49e-02
TMEM61 -2.30e-01
MR1 8.51e-02
DET1 1.40e-01
TPH2 -7.88e-01
HIST3H3 6.47e-01
OPRK1 -8.51e-02
LOC105378749 -1.50e-01
DDX52 -1.58e-01
DCHS2 4.70e-01
USP34 6.41e-02
FRAS1 1.36e-01
GRB2 -6.48e-02
CYP27A1 -4.81e-01
AP1M2 1.05e-01
RHOBTB3 -7.39e-02
LINC00294 -7.32e-02
CASC7 8.72e-02
TRADD -9.75e-02
QTRT1 1.34e-01
ZNF343 1.41e-01
ADAMTS16 -6.23e-01
LOC102800447///LOC101930566 4.95e-01
CELF1 1.86e-01
MECOM -2.59e-01
LOC101927550 6.88e-01
RPP25 -1.22e-01
CECR2 5.38e-01
TBX5 1.80e-01
TBC1D4 1.00e-01
LINC00908 -2.12e-01
ASAP3 -1.09e-01
LEMD1-AS1 5.28e-01
SPG7 -5.28e-01
KLHDC10 -5.28e-01
FFAR4 -5.28e-01
TIPARP-AS1 -4.01e-01
LRRC37A4P -1.77e-01
HNF4A -5.71e-01
LOC100422737 -7.97e-01
MAGI1 -5.12e-01
DMAP1 -7.11e-02
DUSP1 -1.77e-01
PABPC1L -2.14e-01
ZNF112 6.39e-02
ZPLD1 1.51e-01
IL22RA2 -6.75e-01
C3orf14 -5.52e-01
NSD1 1.10e-01
ATP23 -8.88e-02
RUBCN -4.54e-01
CLIP4 1.27e-01
TANC1 2.12e-01
WRN 8.65e-02
SCAI 9.86e-02
VPS54 -5.97e-02
INPP5J -5.76e-01
FRRS1L -1.19e-01
PDE2A 5.22e-01
SLAIN2 1.36e-01
HFE 7.92e-02
TSPAN6 6.62e-02
FCGR2B 6.67e-01
CCDC102B 8.70e-01
CH25H -1.20e-01
CD300LG 1.12e-01
ATM -7.04e-02
GIPC2 8.48e-01
FN1 7.05e-02
SKIDA1 4.41e-01
CAPRIN1 8.75e-02
SLC26A4 -3.62e-01
STK38 4.97e-01
IDH3B -6.16e-02
MTIF3 7.92e-02
BCL7C -2.10e-01
LOC339539 -2.43e-01
ERMAP -2.75e-01
COL9A2 6.25e-01
LONP1 8.63e-02
ANKS4B 5.43e-01
CFAP54 2.03e-01
APOM 1.65e-01
LINC00672 6.74e-01
MSH3 -1.23e-01
LOC100507577///LONP2 -7.99e-02
RYK 8.05e-02
ZNF688 1.08e-01
PGAM5 7.47e-02
DDX21 -5.65e-02
ENTPD3 -6.86e-01
LOC100131180 3.92e-01
ZNF776 1.69e-01
CEP70 7.11e-02
BTBD7 9.54e-02
RXRB 7.56e-02
LOC100129380 -1.93e-01
POFUT1 1.09e-01
RAD51L3-RFFL///RFFL -8.27e-02
ZNF234 -2.02e-01
ERBB3 1.42e-01
KLF14 4.72e-01
CREB1 -1.21e-01
WIPI2 -1.31e-01
THRAP3 -8.56e-02
PTCHD4 2.33e-01
WDSUB1 -1.21e-01
LCN1 -2.12e-01
ATOH7 7.36e-01
FGFR2 1.27e-01
LOC101929964///LINC01184 -1.07e-01
DEUP1 4.52e-01
HGD 5.79e-01
RDM1 -5.03e-01
LINC01018 -1.08e-01
LOC389199 -2.51e-01
TBC1D24 1.35e-01
SPATA6 -1.78e-01
VPS50 9.91e-02
MIR2682///MIR137///MIR137HG 5.28e-01
TMSB4Y 8.87e-01
KLHDC3 6.05e-02
CFAP206 -4.64e-01
ARHGAP45 2.36e-01
NBEAL2 1.88e-01
C14orf93 1.16e-01
OPA3 8.39e-02
TCERG1L -7.45e-01
HIP1R 5.45e-01
ANTXR1 -8.00e-02
LINC00472 1.11e-01
ZNF251 -9.48e-02
TRIM7 2.05e-01
ARHGEF12 -6.02e-01
C2orf16 -1.80e-01
D2HGDH 3.92e-01
TBL1X 1.85e-01
AMZ2P1 -1.69e-01
WIPI2 1.36e-01
ALDH3B1 -4.07e-01
SNTB2 -1.05e-01
PCDHGB6 4.28e-01
DPM2 -5.72e-02
COG1 6.08e-02
MCU -7.39e-02
LINGO1-AS1 -2.12e-01
RHOT2 7.91e-02
DUBR -1.10e-01
HEY2 -1.31e-01
GFOD2 1.31e-01
RAD18 -1.09e-01
PDE4D -1.07e-01
NFRKB 1.73e-01
LOC105377276 -5.51e-01
FLJ37035 -4.41e-01
MIR5047///MIR3064///DDX5 -6.27e-02
ITGB1BP1 -3.02e-01
CNTN2 -3.02e-01
NOP14-AS1 3.02e-01
LOC646014 -6.80e-01
DNAJC21 9.40e-02
TMBIM4 6.48e-02
TBC1D31 -6.29e-01
PREPL -1.98e-01
ME1 6.33e-02
CDC42BPB 1.24e-01
ATP6V0B -6.57e-02
KCNJ6 3.61e-01
PHKG1 -2.39e-01
C12orf76 -6.06e-01
PRDM1 -4.64e-01
MICAL3 2.87e-01
MIR5188 -1.41e-01
TRNAU1AP -2.36e-01
TMEM134 6.86e-01
FAM126B -1.06e-01
RFPL3 2.30e-01
ZNF717 -5.41e-01
LINC01599 2.29e-01
CUX1 -7.14e-02
GML 2.50e-01
RFC4 5.74e-02
LRRC43 1.75e-01
FCHSD2 6.45e-02
CRTAP -1.30e-01
TDRD9 4.21e-01
AKAP4 -4.90e-01
ACE2 -6.95e-01
SLC41A2 1.03e-01
CHMP7 -8.22e-02
MDM2 9.73e-02
BICDL1 -1.55e-01
DGKB 3.33e-01
LOC101929488 3.33e-01
ADAM7 -3.33e-01
CRP 3.33e-01
POF1B -3.33e-01
HSPB6 -2.38e-01
PFKFB2 -9.47e-02
PPA2 -7.67e-02
RABEP2 -7.44e-02
NUP107 -6.34e-02
SYTL4 -5.62e-01
NOL4L -1.10e-01
TTC39A 4.36e-01
SAMD4A 9.02e-02
TRIM4 9.46e-02
DPF3 4.63e-01
LOC441052 5.10e-01
GGA2 7.16e-02
OSGIN2 -7.10e-02
CCL21 -1.95e-01
LOC93444 1.95e-01
FAM117B 1.95e-01
CSH2///CSH1 1.95e-01
KRTAP5-9 1.95e-01
IGLC1 -1.95e-01
SFRP2 1.95e-01
ANO2 -1.95e-01
SLC35D2 2.26e-01
SLC5A3 -7.19e-02
HELQ 5.40e-01
TNFSF13B 2.98e-01
GPATCH8 -7.60e-02
BLOC1S1-RDH5///RDH5 -1.56e-01
UBE2G1 -5.99e-02
RASGEF1A -7.41e-01
FIBIN -1.29e-01
JPH2 3.90e-01
ZNF366 -4.41e-01
ZNF443 4.41e-01
ARHGEF12 -4.41e-01
LINC00514 4.41e-01
EIF4EBP2 4.41e-01
SH3BP5 8.27e-02
ZNF791 8.54e-02
OSBPL11 5.75e-02
DIS3 -9.04e-02
MIA-RAB4B///RAB4B -1.19e-01
KIDINS220 -1.25e-01
SLC25A10 -8.11e-02
FAM199X 1.09e-01
N4BP2L1 -5.93e-01
THOC2 -8.25e-02
ITGB7 7.20e-01
MTFR2 6.24e-02
PCDHGC4 -5.28e-01
HTR6 -3.33e-01
CNKSR3 1.25e-01
FOXD4L1///FOXD4 5.90e-01
AGFG2 6.01e-02
GLS 7.66e-02
LOC101929027 6.36e-01
LOC101928663 -5.85e-01
CACNA1I -1.52e-01
EHD2 -8.40e-02
ID2 -2.09e-01
DYNC1H1 -1.91e-01
GADD45B 8.40e-02
LOC105375075 -5.42e-01
CDK9 1.03e-01
LOC100506538///NDUFAF6 1.53e-01
SLC25A29 1.28e-01
DNAH10 5.07e-01
IGF1R 1.59e-01
SOX12 1.03e-01
ZNF41 1.09e-01
LINC00452 2.50e-01
STAB1 4.19e-01
ANKS3 -1.77e-01
CSPG4P5 -4.65e-01
LOC102724842 3.67e-01
CFHR3 2.59e-01
RAPGEF2 -2.17e-01
ACOT1///ACOT2 -1.05e-01
GTF2IP7 -4.83e-01
ERP44 1.79e-01
GLI3 1.09e-01
RORA 1.44e-01
CREBL2 -9.31e-02
LOC100287413///GLYATL1 3.39e-01
HEXB 6.71e-02
CCDC77 7.30e-02
ATP6V1D 1.72e-01
SPOP 5.87e-02
ASPH -2.88e-01
RSBN1L -9.19e-02
MSX2 1.72e-01
ADGRV1 -1.79e-01
FAAP20 -5.88e-01
THRAP3 -2.23e-01
APOL4 4.03e-01
PPOX 1.33e-01
DLG4 1.26e-01
KIF9 -7.03e-02
POU2F2 5.93e-01
TKT 1.32e-01
OCIAD1 -8.87e-02
SERPINA12 2.03e-01
ACTR3BP2///ACTR3BP5 -1.80e-01
NOL12///TRIOBP -6.62e-02
DCX 6.36e-01
RBPMS2 1.57e-01
CXorf38 6.42e-02
PPFIA1 6.50e-02
IRF5 5.08e-01
ASB11 -5.15e-01
EMX1 -5.15e-01
LIPE-AS1 -4.78e-01
CTLA4 2.12e-01
RGR 5.71e-01
IGF2BP3 6.60e-02
KHDRBS3 -1.69e-01
RP9P 7.73e-02
KRT3 -4.12e-01
CRYGD 7.44e-01
WNK2 2.77e-01
LOC100286922 -4.41e-01
RNF25 -1.36e-01
SEPSECS 6.48e-02
ATG12 -1.08e-01
FAM216B -6.67e-01
BORA 6.58e-02
AKNAD1 -6.02e-01
LINC00521 -5.48e-01
GRB2 2.37e-01
CHDH -2.68e-01
RNF19A -6.05e-02
ARHGAP36 -2.27e-01
CEP57L1 1.43e-01
CHMP1A -9.57e-02
RAD1 -1.53e-01
SPAG6 2.44e-01
ANK1 6.54e-01
C19orf66 -9.81e-02
TRPV3 2.05e-01
LOC107984282 2.53e-01
LOC100128198 6.42e-01
KLHDC8A -2.17e-01
SEPT3 -1.23e-01
LINC00305 6.16e-01
C11orf94 1.27e-01
TFB1M -4.02e-01
FDXACB1 -1.26e-01
PIK3CA -2.26e-01
TCF3 -6.32e-02
MSRB3 9.16e-02
GPATCH11 -7.24e-02
XPNPEP3 -1.97e-01
CHD7 1.66e-01
SEL1L3 2.11e-01
SCTR 7.06e-01
BTF3L4 1.28e-01
CCT2 -7.22e-02
TRPM3 7.23e-01
BBIP1 -2.42e-01
ETFBKMT 4.21e-01
GAB1 -4.21e-01
TXNRD3NB///TXNRD3 8.72e-02
PRLR 1.51e-01
TMEM242 1.77e-01
EEPD1 6.26e-01
BRWD1 -1.94e-01
LINC01206 6.16e-01
ITGAM 3.92e-01
ZNF611 2.64e-01
PPIEL -3.12e-01
LOC101927623 3.90e-01
MIR664B///SNORA56///DKC1 6.23e-02
TRPA1 2.58e-01
FBXO4 1.75e-01
PNPLA2 8.59e-02
NKAPP1 -4.78e-01
POLR2A -6.43e-01
HELQ 1.37e-01
PDAP1 7.85e-02
IPMK -2.23e-01
DYRK1A -5.70e-01
ZNF551 5.02e-01
ANAPC16 -1.33e-01
LOC729970 1.09e-01
ZNF333 1.14e-01
CREB3L3 5.15e-01
RBM26-AS1 6.81e-02
ATP2B2 4.34e-01
LRRC14 -6.30e-02
CLTB -7.08e-01
LOC102725451///TPTEP1 -3.10e-01
SCIMP -4.07e-01
LINC01118 2.41e-01
CNDP1 3.53e-01
POLR2A 1.56e-01
CDC27 7.05e-02
SNORA60///SNORA71E///SNHG11 8.50e-02
FAM76B 1.36e-01
MIR4454///ESRG 6.67e-01
CLIC5 5.56e-01
M1AP 7.09e-01
TM7SF3 -6.95e-02
TFAP2A-AS1 1.38e-01
ASB10 4.21e-01
RIF1 4.21e-01
MAPK15 4.21e-01
LOC731157 -4.60e-01
KIAA1549L -1.86e-01
FAM65C 3.68e-01
LOC149703 -6.99e-01
PYGB -2.83e-01
AVPR1B -4.78e-01
DIDO1 -2.63e-01
OR10D3 4.41e-01
EDAR 1.03e-01
SF1 -6.93e-01
ADARB1 8.01e-02
CALCOCO2 -2.33e-01
FAM131A 8.23e-02
KDM2A 1.12e-01
ATP6V1B1 3.19e-01
DNAH1 -2.27e-01
SCTR -3.28e-01
DACT2 -2.68e-01
STAM2 8.46e-02
TSC22D3 -7.95e-02
NFIB 2.12e-01
LOC105371708 3.22e-01
PLD4 4.44e-01
HDLBP 1.21e-01
WBP2NL 5.28e-01
KIZ-AS1 5.28e-01
GOLGA6L6 5.28e-01
DNAH6 5.28e-01
CNBD2 5.28e-01
DEFA4 -7.40e-01
RAPGEF6 6.76e-02
UFL1 -9.36e-02
GK 2.76e-01
DKKL1 4.32e-01
OBP2A 8.77e-02
LINC00623///LINC00869 7.25e-02
MIB2 -1.14e-01
THSD7A -1.31e-01
DRD2 -9.88e-02
VMP1 8.46e-02
ZNF804B 6.16e-01
KLHDC9 -1.34e-01
THEMIS2 2.09e-01
PIP4K2A -1.20e-01
MBP -4.56e-01
ANGPT2 5.67e-01
REL 7.38e-02
LOC653602///FAM84A 2.17e-01
TMEM51-AS1 -2.17e-01
NT5C1A -2.06e-01
RBM15 2.27e-01
NSL1 1.39e-01
TMEM26 -7.97e-01
LOC100506548///RPL37 -1.28e-01
NCLN -7.35e-01
LOC100287808 -3.33e-01
KLK7 1.88e-01
ZFP82 9.88e-02
GPLD1 3.67e-01
FRMD4B -8.49e-02
HYI 1.39e-01
ANPEP 4.64e-01
CSN1S1 4.64e-01
LINC01082 7.97e-01
PLEKHM1 1.18e-01
KCNE4 -2.91e-01
FAM30A -2.88e-01
MVK 1.21e-01
LINC00933 6.02e-01
LINC01097 6.02e-01
PLA2G2A 2.15e-01
TJP2 8.86e-01
NUDC -7.56e-02
SMCR8 7.21e-02
ERCC8 3.42e-01
SPRR4 1.59e-01
CXorf56 1.46e-01
FAM83A -2.10e-01
HHATL -7.23e-01
DDHD1 -1.55e-01
METTL26 -4.64e-01
RSU1P2 -6.67e-01
ZFP92 -7.79e-02
ATP1B3 5.88e-01
C1orf56 9.12e-02
TRIM21 -1.04e-01
HTN1 2.33e-01
GRM4 -1.53e-01
LOC101929050 6.98e-01
DSTNP2 -2.44e-01
MMP28 4.99e-01
ZNF652 -5.96e-02
ZNF90 3.16e-01
DNAH17-AS1 -7.33e-01
RPL15 5.18e-01
MAPK4 -3.98e-01
DEFA5 -7.01e-01
CHIC2 -5.35e-02
OR7A10 9.88e-01
C3orf30 -7.05e-01
NEK5 -4.21e-01
ENDOV -4.21e-01
FAF1 6.67e-02
APBA1 -2.45e-01
KIAA1109 -4.86e-01
H2BFS -8.01e-02
LOC101927089 6.43e-01
LINC00205 -1.95e-01
LOC643711 -4.95e-01
ABHD16A 7.23e-01
LINC01096 2.82e-01
FBXO44 2.57e-01
CCDC78 1.74e-01
RARA 1.89e-01
DMP1 2.54e-01
QRFPR 2.83e-01
PRDM7 2.83e-01
ELAVL1 7.84e-02
PNPLA1 6.22e-01
NFIA-AS2 5.22e-01
ZNF557 1.91e-01
RAD51L3-RFFL///RFFL 9.86e-02
LETM2 -1.13e-01
DPF1 3.18e-01
DLG5 -5.93e-02
GVQW1 -2.02e-01
FOXP2 -6.10e-01
NOTCH1 6.95e-01
GRIK3 7.20e-01
MAPKBP1 -4.91e-01
LOC401021///HOXD4///HOXD3 -7.47e-01
UBR5 5.65e-02
PPP2R2C 4.57e-01
SLC38A2 6.77e-02
LOC101930591///FAM21C -6.17e-02
NRSN2 8.22e-02
RAB11B-AS1 3.20e-01
MIR548F5///MAB21L1 1.72e-01
DXO -7.69e-02
STXBP2 -1.04e-01
GPS2 -7.44e-02
PTCRA -1.87e-01
WTAP 5.46e-02
LOC101928449 6.86e-01
TTLL7-IT1 3.34e-01
NRG4 -3.53e-01
MECP2 -9.71e-02
SERP2 -6.36e-01
PQLC1 4.60e-01
PRKCQ-AS1 1.46e-01
PCED1B 1.69e-01
HOXB1 -3.97e-01
COPG2IT1 1.37e-01
BCL2L2 -2.20e-01
MAF 1.89e-01
DPP4 -1.82e-01
HIVEP2 1.03e-01
RALGPS1 8.38e-01
ACER3 7.15e-02
RAB3B -1.70e-01
FAM120A 1.73e-01
LOC100996263 6.67e-01
MIR4307HG 6.16e-01
KIF20B 7.67e-01
HABP4 8.45e-02
TP53TG1 -1.70e-01
ZIC2 -6.45e-02
PCNX2 7.74e-02
CLN5 -5.36e-02
CCDC59 -6.14e-02
C15orf57 -8.41e-02
MACF1 5.83e-01
PIH1D2 2.04e-01
FGD3 1.39e-01
PLXNC1 1.78e-01
NAP1L5 7.84e-02
ZNF747 -1.38e-01
GPBP1L1 7.28e-02
GRIPAP1 -1.06e-01
PPARGC1B -4.53e-01
LINC01619 -6.00e-01
FANCD2 8.66e-02
DAB1 -1.26e-01
EFCAB1 3.43e-01
THNSL2 -5.89e-01
RTF1 -6.36e-02
KIAA1522 1.10e-01
RBM5 8.07e-02
ELMO2 -6.79e-02
TRIP10 1.54e-01
CEP44 -2.71e-01
WDR7 2.01e-01
AP3B2 -5.07e-01
XRCC4 -1.22e-01
GFER -2.46e-01
GPD1 -2.46e-01
WSCD2 2.46e-01
CLEC4M 2.46e-01
SHANK2 -2.46e-01
WNT4 2.46e-01
UPF3B -2.46e-01
PHKG1 6.67e-01
OR2A9P///OR2A20P 6.66e-02
LOC389895 3.97e-01
DTWD1 -1.30e-01
CST6 -3.93e-01
DDX19A -1.29e-01
LOC101927651 -3.14e-01
TMEM198 -1.20e-01
PCMT1 6.96e-02
JAKMIP1 -5.30e-01
UBE4A 7.97e-02
MED28 -5.88e-02
BCORL1 -1.56e-01
RERE 7.16e-02
UROS 1.29e-01
VNN3 5.37e-01
THNSL1 1.27e-01
ADAMTS7 -2.93e-01
CDC6 -6.14e-02
TTC12 -5.14e-01
LOC100129503 4.33e-01
GUCY1A2 -7.46e-02
SMC3 -5.51e-02
C2CD3 -9.63e-02
ARFRP1 1.30e-01
IDH1-AS1 -1.69e-01
OPRK1 -2.43e-01
GS1-279B7.1 4.46e-01
HES2 6.81e-01
RIMBP3B///RIMBP3C///RIMBP3 1.18e-01
FZR1 1.49e-01
UBE2D4 -1.00e-01
INPP5D -8.19e-01
CLEC11A 6.85e-02
CD48 -1.49e-01
XIAP 7.35e-02
METAP1D 5.48e-02
RNF40 7.75e-02
CSF2RA -4.30e-01
KCNQ4 1.60e-01
LATS2 -6.59e-02
SFXN3 8.77e-02
MRPS12 9.39e-02
SUZ12 -2.00e-01
GHRHR 2.36e-01
C10orf88 7.00e-02
ZNF557 1.29e-01
MIR21///VMP1 7.18e-02
IKZF1 2.59e-01
PLD3 1.24e-01
EFS 5.36e-02
EVC -3.63e-01
HPF1 4.21e-01
FOXCUT -1.44e-01
MAP1LC3A 1.36e-01
SMAD1 -6.16e-02
TMUB1 -1.69e-01
KRT6A -5.15e-01
EXO5 1.03e-01
PRLR -1.75e-01
ACOT11 2.63e-01
SLC6A5 -3.00e-01
SMPDL3A 8.92e-02
NFATC3 1.46e-01
UTP4 6.24e-02
FRMD3 4.74e-01
RXRB 6.59e-02
CHDH 1.27e-01
SP1 -9.59e-02
TGS1 6.03e-01
POSTN 8.27e-02
LOC100506207 -1.81e-01
HAUS5 7.12e-02
OSER1 7.13e-02
WDR12 2.37e-01
TCEAL7 -4.03e-01
SLC35A5 -7.16e-02
ODF4 -4.41e-01
APOPT1 -8.66e-02
WDFY3 -6.43e-02
RBMS2 9.61e-02
MAN1A2 -5.11e-01
NUDT18 -1.15e-01
BAZ1B -6.55e-02
AIMP1 -1.30e-01
FLJ20021 2.66e-01
ELP2 -5.33e-01
TTC27 6.32e-02
GTF2F2 1.36e-01
HNRNPCL4///HNRNPCL3///HNRNPCL2///HNRNPCL1 2.05e-01
PRICKLE2-AS3 -2.67e-01
TTF2 1.44e-01
BTBD11 -6.18e-02
ARL17B///ARL17A -1.19e-01
LINC00957 7.41e-01
BCL2L11 1.70e-01
EDARADD -7.75e-02
NLRP13 -2.26e-01
GIMAP1 -5.24e-01
IL3RA 3.00e-01
NOL9 -6.75e-02
B3GNT4 1.06e-01
DIAPH3 -4.11e-01
PRKCI -5.34e-02
MRPS31 -8.15e-02
FAM200B 1.20e-01
HK2 2.25e-01
USH2A -4.41e-01
LOC100505920 4.41e-01
C2orf47 -6.43e-02
MTERF2 -8.81e-02
GABRB3 -2.91e-01
NR2F2-AS1 2.91e-01
LOC399900 1.96e-01
ZNF781 -1.91e-01
FCRL4 6.67e-01
MRAP 6.25e-01
ITGBL1 1.04e-01
CTXN2///SLC24A5 2.87e-01
ZNF121 7.51e-02
TCF3 -3.48e-01
SEC22C -1.78e-01
IGHD -6.00e-01
TAF10 -1.52e-01
C15orf39 1.46e-01
GPR12 2.23e-01
COX2 -6.89e-02
PLCE1 1.41e-01
TM4SF20 4.41e-01
ASXL3 -2.98e-01
RBCK1 -2.38e-01
RPS27L -1.34e-01
NMNAT3 1.46e-01
HOOK2 1.83e-01
LOC148709 1.44e-01
FOXN2 -1.33e-01
FAM53A -5.10e-01
TTC36 5.10e-01
TNNC2 1.99e-01
FBXL17 -1.99e-01
LOC101929505 4.07e-01
ARHGEF4 4.07e-01
EI24 6.66e-02
SLC41A3 1.07e-01
MPP7 5.11e-01
KANSL1-AS1 1.35e-01
IKBKAP 1.53e-01
TMEM265///SRCAP 9.51e-02
RBP4 -3.66e-01
PPP1R21 -6.75e-02
FBXW11 -8.28e-02
ZKSCAN3 -9.69e-02
SSH2 -6.83e-01
LOC101929181 3.90e-01
MCM9 -1.10e-01
LOC646241 -6.16e-01
CEBPB -6.44e-02
FAM160B1 9.14e-02
MYLK3 -4.47e-01
DPF3 1.88e-01
RFWD2 8.37e-02
MIR4467///LRWD1 8.96e-02
KLHL14 5.30e-01
MARCKS -6.86e-02
ERI2 -7.59e-02
NPY2R -3.52e-01
LOC100507642 -7.70e-01
GABBR2 3.43e-01
ARHGEF10 1.77e-01
HPCAL4 -4.82e-01
SLITRK1 7.20e-01
SNORD73A///RPS3A -1.72e-01
PSG11///PSG3 2.60e-01
CYP4V2 2.35e-01
NISCH -5.45e-02
KIAA1217 -1.55e-01
PELO 5.35e-02
SGSM2 -6.41e-02
CXADR 7.47e-02
LTB4R -1.01e-01
PRELP 4.21e-01
TVP23C-CDRT4///CDRT4///TVP23C 6.45e-02
CCDC57 5.89e-01
PIK3CD-AS1 -5.57e-01
LAGE3 3.59e-01
F8A3///F8A2///F8A1 5.63e-02
ZNF628 1.92e-01
HIF3A -1.75e-01
RND2 3.27e-01
RBM3 -1.16e-01
FOXD3 1.13e-01
IGLJ3 -2.83e-01
GSTA3 2.83e-01
ITPRIPL2 2.83e-01
GPHN -8.23e-02
KLHDC7B 1.44e-01
MRPL38 -8.14e-02
FBXO21 -5.94e-01
PANK2 -1.86e-01
NAIP 9.47e-02
POU6F1 1.90e-01
FAM114A1 -1.04e-01
ZDHHC13 8.42e-02
ZNF770 -4.08e-01
POM121 1.35e-01
LINC00167 -4.56e-01
TNRC6A 4.80e-01
SLC6A11 3.02e-01
NENF -3.84e-01
ZDHHC15 -1.78e-01
GABRG2 6.02e-01
TNS4 -2.54e-01
CCDC138 -1.56e-01
GATA1 -5.37e-01
LOC153811///RNF130 -6.97e-01
MRPL41 4.40e-01
TBX3 -1.72e-01
ERCC3 -9.08e-02
ADAMTS2 3.81e-01
ZNF391 5.54e-01
PDE1B 4.63e-01
FOXN3-AS1 -2.30e-01
LOC645513 3.35e-01
PCDHGA10 6.48e-01
RAB27A -5.95e-02
TMX4 -6.16e-02
LOC400768 2.15e-01
BAIAP2L1 7.78e-02
GDPD5 3.24e-01
LOC439938 1.43e-01
DAD1 -8.00e-02
CDK6 -7.89e-02
CCDC153 -3.46e-01
ZNF667-AS1 -5.94e-02
PLXDC1 3.64e-01
HBP1 1.23e-01
LOC646214 9.21e-02
CYB5RL -2.10e-01
PLD1 8.70e-01
LOC100505915 -2.01e-01
LOC101927735 3.70e-01
LOC100129447 1.05e-01
HAVCR1 2.43e-01
EFEMP1 6.40e-02
LIN7B 5.56e-02
KIR3DX1 7.63e-01
RAPH1 -6.55e-02
SPATA6L -5.59e-01
C9 -5.59e-01
CYP3A4 -4.60e-01
CLSPN 7.98e-02
TRAPPC12 1.23e-01
GH1 5.70e-01
LOC101928441 1.06e-01
CBLN3 -2.79e-01
HMMR 6.35e-02
XCR1 -2.89e-01
GSTA1 5.59e-01
PWAR6 -9.42e-02
KLF3-AS1 -1.26e-01
TNR -3.90e-01
SULF1 6.46e-02
ARX -7.23e-01
TNFSF10 -5.76e-02
AIMP2 -5.59e-02
LINC00957 -1.78e-01
YWHAG -5.52e-02
CLVS2 4.10e-01
LY86 2.34e-01
KLC1 -6.23e-02
C11orf71 -1.04e-01
BCL2L13 -7.60e-02
STX6 6.34e-02
PAK2 1.50e-01
ZNF148 8.78e-02
TINAG 6.09e-01
SMPD3 1.46e-01
SGCD 1.50e-01
TNFSF15 -2.21e-01
PTPRB 6.29e-02
ZNF396 -5.89e-01
MAT2A -7.76e-02
HAUS1 -6.72e-02
SORCS1 -3.92e-01
C2orf72 1.34e-01
LINC01549 -7.17e-02
CMPK1 -1.78e-01
LOC101927876 -5.59e-01
TMX4 8.05e-01
GABRB2 3.55e-01
LINC00969 3.60e-01
ZNF493 6.52e-02
FHL3 9.99e-02
FLT1 2.56e-01
LOC100996583 1.87e-01
TMPRSS13 -4.41e-01
C4orf26 6.36e-01
LOC105376037 7.54e-01
DSG3 3.85e-01
RGS8 -4.93e-01
DNAH6 4.87e-01
BVES-AS1 -1.20e-01
RBM15B 7.98e-02
L3MBTL4 1.83e-01
TEPP 1.69e-01
ZNF57 -6.90e-02
THRSP 5.79e-01
DLGAP1 9.53e-02
CD93 3.96e-01
PARD3B 1.85e-01
GADD45G -7.62e-02
RSPH6A 1.26e-01
ZNF777 4.41e-01
TECPR2 1.73e-01
PHF20L1 -8.98e-02
HRH4 -1.38e-01
HERPUD1 1.38e-01
LGALS12 1.38e-01
JPH3 -1.38e-01
GPRIN2 -1.21e-01
TMEM108 1.04e-01
ERICH6 2.34e-01
QSER1 7.29e-02
ACTN2 -1.59e-01
METTL6 2.10e-01
PRCP -2.32e-01
OPRD1 -3.29e-01
MIR2052HG 3.40e-01
NLN -9.85e-02
RAB30 -8.79e-02
EPG5 5.01e-02
SLC22A3 8.93e-02
C20orf187 -4.26e-01
STK4 -1.07e-01
